month,year,Product_category,TPV,TPO,Lagged_TPV,Lagged_TPO,Revenue_growth,Order_growth,Total_cost,Total_profit,Profit_to_cost_ratio
11,2020,Accessories,537.3599987030029,13,293.020001411438,9,83.39,44.44,26603.63,-26066.27,2.02
05,2022,Accessories,2068.56000995636,37,1866.3700087070465,41,10.83,-9.76,26603.63,-24535.07,7.78
12,2019,Socks & Hosiery,31.109999656677246,2,31.899999618530277,2,-2.48,0.0,4486.09,-4454.98,0.69
07,2019,Outerwear & Coats,224.5,2,168.7899990081787,3,33.01,-33.33,92269.41,-92044.91,0.24
01,2020,Outerwear & Coats,1627.9200057983398,8,390.89999771118164,6,316.45,33.33,92269.41,-90641.49,1.76
04,2020,Outerwear & Coats,1287.6299991607666,8,190.54999542236328,2,575.74,300.0,92269.41,-90981.78,1.4
11,2020,Socks,126.3500006198883,8,169.19000053405762,9,-25.32,-11.11,11152.46,-11026.11,1.13
11,2022,Suits & Sport Coats,2817.96000289917,16,2306.289993286133,17,22.19,-5.88,37540.93,-34722.97,7.51
03,2021,Swim,1090.579997062683,18,805.3400020599365,12,35.42,50.0,51938.09,-50847.51,2.1
05,2019,Jeans,184.56999969482422,4,95.0,1,94.28,300.0,104775.99,-104591.42,0.18
08,2019,Jeans,507.0,3,182.5,4,177.81,-25.0,104775.99,-104268.99,0.48
02,2020,Jeans,961.2600002288818,13,1700.939998626709,16,-43.49,-18.75,104775.99,-103814.73,0.92
05,2019,Tops & Tees,61.94000053405761,2,22.0,1,181.55,100.0,43226.71,-43164.77,0.14
06,2021,Jumpsuits & Rompers,17.309999465942383,1,132.63999938964844,2,-86.95,-50.0,3912.26,-3894.95,0.44
05,2021,Plus,500.5,7,281.1399965286255,7,78.03,0.0,14595.76,-14095.26,3.43
06,2020,Suits,55.97999954223633,1,364.74000549316406,3,-84.65,-66.67,13194.37,-13138.39,0.42
07,2020,Suits,81.2300033569336,1,55.97999954223633,1,45.11,0.0,13194.37,-13113.14,0.62
12,2022,Fashion Hoodies & Sweatshirts,2573.320011138916,48,2742.8599920272827,42,-6.18,14.29,51880.44,-49307.12,4.96
04,2021,Leggings,60.46000099182129,3,327.81999826431274,6,-81.56,-50.0,9184.11,-9123.65,0.66
10,2022,Leggings,620.6100006103516,15,474.56999826431274,15,30.77,0.0,9184.11,-8563.5,6.76
02,2022,Blazers & Jackets,366.60999965667725,6,978.5499868392944,13,-62.54,-53.85,19697.3,-19330.69,1.86
09,2019,Intimates,152.04999923706055,5,257.1000003814697,5,-40.86,0.0,42351.29,-42199.24,0.36
10,2021,Intimates,1048.4699993133545,26,904.1399965286255,29,15.96,-10.34,42351.29,-41302.82,2.48
12,2021,Intimates,1150.6599984169006,35,1224.7200021743774,33,-6.05,6.06,42351.29,-41200.63,2.72
06,2022,Pants,1472.560001373291,19,1164.9000072479248,20,26.41,-5.0,28588.22,-27115.66,5.15
12,2019,Active,391.3300037384033,6,429.9399948120117,5,-8.98,20.0,30389.43,-29998.1,1.29
05,2020,Active,327.4000015258789,10,255.11000061035156,8,28.34,25.0,30389.43,-30062.03,1.08
11,2021,Active,984.8199996948242,19,1344.7300090789795,28,-26.76,-32.14,30389.43,-29404.61,3.24
06,2020,Underwear,315.5599994659424,11,62.989999771118164,3,400.97,266.67,13897.71,-13582.15,2.27
07,2020,Underwear,128.97999954223633,5,315.5599994659424,11,-59.13,-54.55,13897.71,-13768.73,0.93
02,2021,Sleep & Lounge,1266.3499927520752,20,1371.6600036621094,24,-7.68,-16.67,42903.37,-41637.02,2.95
07,2022,Sleep & Lounge,1536.0600032806396,33,1954.9900102615356,38,-21.43,-13.16,42903.37,-41367.31,3.58
01,2020,Shorts,345.41000175476074,6,428.4800009727478,10,-19.39,-40.0,40461.14,-40115.73,0.85
04,2022,Shorts,1530.3700070381165,37,1596.9400081634521,34,-4.17,8.82,40461.14,-38930.77,3.78
02,2020,Socks & Hosiery,12.989999771118164,1,25.88999938964844,2,-49.83,-50.0,4486.09,-4473.1,0.29
04,2020,Socks & Hosiery,60.989999771118164,4,15.390000343322756,2,296.3,100.0,4486.09,-4425.1,1.36
02,2021,Socks & Hosiery,55.019999742507935,4,48.9399995803833,3,12.42,33.33,4486.09,-4431.07,1.23
04,2019,Outerwear & Coats,437.0399932861328,4,140.0,1,212.17,300.0,92269.41,-91832.37,0.47
12,2022,Outerwear & Coats,6128.749980926514,45,6327.119979858398,39,-3.14,15.38,92269.41,-86140.66,6.64
06,2019,Dresses,132.9900016784668,2,439.54000091552734,3,-69.74,-33.33,36223.85,-36090.86,0.37
07,2020,Dresses,1067.8600015640259,6,663.9699897766113,4,60.83,50.0,36223.85,-35155.99,2.95
10,2020,Socks,169.19000053405762,9,116.22999858856201,7,45.56,28.57,11152.46,-10983.27,1.52
02,2022,Socks,333.5399980545044,18,278.1300001144409,20,19.92,-10.0,11152.46,-10818.92,2.99
08,2022,Socks,411.9300022125244,18,515.3600025177002,24,-20.07,-25.0,11152.46,-10740.53,3.69
10,2019,Jeans,532.9000015258789,5,900.9699993133545,9,-40.85,-44.44,104775.99,-104243.09,0.51
02,2020,Tops & Tees,518.1200037002563,9,693.4600048065186,17,-25.28,-47.06,43226.71,-42708.59,1.2
06,2021,Skirts,262.9799995422363,4,142.8400001525879,2,84.11,100.0,7656.76,-7393.78,3.43
12,2019,Pants & Capris,181.97000122070312,3,197.75,3,-7.98,0.0,17698.46,-17516.49,1.03
11,2021,Pants & Capris,243.38000297546387,6,413.3500003814697,9,-41.12,-33.33,17698.46,-17455.08,1.38
05,2020,Suits,364.74000549316406,3,149.0,1,144.79,200.0,13194.37,-12829.63,2.76
11,2019,Leggings,14.949999809265137,1,42.0,1,-64.4,0.0,9184.11,-9169.16,0.16
12,2019,Blazers & Jackets,249.0,1,33.329999923706055,2,647.07,-50.0,19697.3,-19448.3,1.26
01,2021,Blazers & Jackets,246.05999946594238,4,353.3000020980835,5,-30.35,-20.0,19697.3,-19451.24,1.25
05,2021,Blazers & Jackets,561.4700021743774,7,462.86999893188477,7,21.3,0.0,19697.3,-19135.83,2.85
07,2022,Blazers & Jackets,903.0800085067749,7,698.7599973678589,9,29.24,-22.22,19697.3,-18794.22,4.58
01,2022,Intimates,996.7200040817261,30,1150.6599984169006,35,-13.38,-14.29,42351.29,-41354.57,2.35
11,2019,Pants,382.8400020599365,5,177.38999938964844,3,115.82,66.67,28588.22,-28205.38,1.34
10,2020,Pants,632.6000003814697,13,484.8600044250488,10,30.47,30.0,28588.22,-27955.62,2.21
08,2021,Pants,813.0900058746338,17,1082.1800088882446,20,-24.87,-15.0,28588.22,-27775.13,2.84
08,2021,Active,725.9999990463257,19,1131.1999979019165,23,-35.82,-17.39,30389.43,-29663.43,2.39
05,2022,Active,766.3500051498413,28,1571.989987373352,29,-51.25,-3.45,30389.43,-29623.08,2.52
09,2019,Sweaters,647.7799968719482,6,284.4700012207031,4,127.71,50.0,62684.14,-62036.36,1.03
01,2022,Sweaters,1707.5900077819824,23,3190.469997406006,33,-46.48,-30.3,62684.14,-60976.55,2.72
03,2019,Underwear,71.5,3,11.989999771118164,1,496.33,200.0,13897.71,-13826.21,0.51
05,2021,Accessories,925.5800104141235,17,582.6900005340576,8,58.85,112.5,26603.63,-25678.05,3.48
01,2022,Accessories,1180.0199961662292,22,2155.770004272461,32,-45.26,-31.25,26603.63,-25423.61,4.44
09,2022,Socks & Hosiery,254.6999979019165,15,285.7200002670288,13,-10.86,15.38,4486.09,-4231.39,5.68
12,2019,Outerwear & Coats,390.89999771118164,6,1155.3900032043457,6,-66.17,0.0,92269.41,-91878.51,0.42
05,2020,Outerwear & Coats,1528.650001525879,12,1287.6299991607666,8,18.72,50.0,92269.41,-90740.76,1.66
11,2021,Outerwear & Coats,2858.079996109009,21,3459.7799854278564,28,-17.39,-25.0,92269.41,-89411.33,3.1
04,2020,Dresses,280.729998588562,5,273.5,2,2.64,150.0,36223.85,-35943.12,0.77
12,2022,Socks,608.2199983596802,30,360.6399984359741,23,68.65,30.43,11152.46,-10544.24,5.45
11,2019,Swim,492.3700065612793,8,303.95000076293945,3,61.99,166.67,51938.09,-51445.72,0.95
05,2022,Swim,2118.8599910736084,38,1623.4600048065186,29,30.52,31.03,51938.09,-49819.23,4.08
03,2019,Jeans,173.0,2,69.94999694824219,1,147.32,100.0,104775.99,-104602.99,0.17
12,2019,Jeans,1432.010004043579,13,1202.4700012207031,10,19.09,30.0,104775.99,-103343.98,1.37
05,2020,Jeans,2184.630006790161,21,1065.8399982452393,11,104.97,90.91,104775.99,-102591.36,2.09
07,2019,Tops & Tees,68.0,3,113.98000144958496,3,-40.34,0.0,43226.71,-43158.71,0.16
12,2019,Tops & Tees,307.6900005340576,9,401.6500015258789,7,-23.39,28.57,43226.71,-42919.02,0.71
12,2019,Jumpsuits & Rompers,15.840000152587892,1,59.0,1,-73.15,0.0,3912.26,-3896.42,0.4
04,2020,Jumpsuits & Rompers,74.26000213623047,2,13.56999969482422,1,447.24,100.0,3912.26,-3838.0,1.9
12,2021,Skirts,292.25000190734863,7,228.6599998474121,5,27.81,40.0,7656.76,-7364.51,3.82
06,2021,Plus,136.74000072479248,5,500.5,7,-72.68,-28.57,14595.76,-14459.02,0.94
12,2021,Plus,287.78000354766846,10,477.96999955177307,13,-39.79,-23.08,14595.76,-14307.98,1.97
05,2022,Plus,835.360013961792,18,487.7799940109253,14,71.26,28.57,14595.76,-13760.4,5.72
06,2019,Maternity,25.0,1,214.43000030517578,3,-88.34,-66.67,20134.59,-20109.59,0.12
10,2022,Suits,269.12999725341797,2,449.29000091552734,4,-40.1,-50.0,13194.37,-12925.24,2.04
04,2019,Fashion Hoodies & Sweatshirts,206.5199966430664,4,63.950000762939446,2,222.94,100.0,51880.44,-51673.92,0.4
05,2021,Fashion Hoodies & Sweatshirts,1293.8200073242188,29,1483.0799922943115,21,-12.76,38.1,51880.44,-50586.62,2.49
07,2022,Fashion Hoodies & Sweatshirts,3510.6699924468994,43,2370.969985961914,43,48.07,0.0,51880.44,-48369.77,6.77
11,2022,Fashion Hoodies & Sweatshirts,2742.8599920272827,42,3405.5199995040894,57,-19.46,-26.32,51880.44,-49137.58,5.29
11,2020,Intimates,822.0899968147278,20,532.8100032806396,18,54.29,11.11,42351.29,-41529.2,1.94
02,2022,Pants,1287.4600048065186,17,1190.8400049209595,22,8.11,-22.73,28588.22,-27300.76,4.5
10,2022,Sleep & Lounge,1457.0700178146362,35,2775.080015182495,53,-47.49,-33.96,42903.37,-41446.3,3.4
09,2019,Accessories,60.0,1,178.93999862670898,3,-66.47,-66.67,26603.63,-26543.63,0.23
07,2020,Accessories,489.6100025177002,9,330.91000175476074,6,47.96,50.0,26603.63,-26114.02,1.84
09,2021,Accessories,433.31999802589417,18,897.7800092697144,22,-51.73,-18.18,26603.63,-26170.31,1.63
04,2019,Shorts,43.47999954223633,1,13.710000038146973,1,217.14,0.0,40461.14,-40417.66,0.11
08,2019,Shorts,322.98999977111816,5,38.170000076293945,2,746.19,150.0,40461.14,-40138.15,0.8
10,2019,Shorts,133.75,4,115.41000175476074,4,15.89,0.0,40461.14,-40327.39,0.33
06,2021,Shorts,886.0300064086914,23,612.8899993896484,13,44.57,76.92,40461.14,-39575.11,2.19
03,2021,Socks & Hosiery,75.47999954223633,5,55.019999742507935,4,37.19,25.0,4486.09,-4410.61,1.68
01,2022,Socks & Hosiery,173.9099998474121,8,114.86999797821045,8,51.4,0.0,4486.09,-4312.18,3.88
07,2020,Outerwear & Coats,1311.4099922180176,14,833.9399948120117,6,57.25,133.33,92269.41,-90958.0,1.42
08,2020,Outerwear & Coats,2603.0100021362305,16,1311.4099922180176,14,98.49,14.29,92269.41,-89666.4,2.82
05,2019,Dresses,439.54000091552734,3,98.0,1,348.51,200.0,36223.85,-35784.31,1.21
10,2019,Socks,42.0,2,62.88000106811523,2,-33.21,0.0,11152.46,-11110.46,0.38
12,2021,Socks,271.04999923706055,13,295.41999912261963,17,-8.25,-23.53,11152.46,-10881.41,2.43
09,2020,Suits & Sport Coats,220.44000244140625,2,988.8099899291992,7,-77.71,-71.43,37540.93,-37320.49,0.59
02,2019,Swim,46.799999237060554,1,38.0,1,23.16,0.0,51938.09,-51891.29,0.09
09,2022,Swim,1849.0400066375732,36,2756.8299980163574,46,-32.93,-21.74,51938.09,-50089.05,3.56
10,2022,Swim,2018.5000047683716,38,1849.0400066375732,36,9.16,5.56,51938.09,-49919.59,3.89
04,2020,Jeans,1065.8399982452393,11,921.419994354248,7,15.67,57.14,104775.99,-103710.15,1.02
09,2021,Tops & Tees,1371.7499990463257,33,966.8600039482117,29,41.88,13.79,43226.71,-41854.96,3.17
05,2022,Tops & Tees,1710.3000030517578,39,1654.6100072860718,39,3.37,0.0,43226.71,-41516.41,3.96
01,2021,Jumpsuits & Rompers,108.57000064849854,3,93.9900016784668,2,15.51,50.0,3912.26,-3803.69,2.78
01,2022,Clothing Sets,22.989999771118164,1,69.98999786376953,1,-67.15,0.0,1942.78,-1919.79,1.18
09,2021,Pants & Capris,409.49999809265137,7,512.670000076294,7,-20.12,0.0,17698.46,-17288.96,2.31
10,2021,Plus,408.17000114917755,12,501.4000024795532,13,-18.59,-7.69,14595.76,-14187.59,2.8
01,2020,Maternity,231.5999984741211,3,165.0900001525879,5,40.29,-40.0,20134.59,-19902.99,1.15
05,2020,Maternity,448.2299995422363,7,53.96999931335449,2,730.52,250.0,20134.59,-19686.36,2.23
04,2021,Suits,54.0,1,657.0900192260742,5,-91.78,-80.0,13194.37,-13140.37,0.41
04,2022,Suits,513.129997253418,4,632.8300018310547,5,-18.92,-20.0,13194.37,-12681.24,3.89
05,2022,Suits,169.0,1,513.129997253418,4,-67.06,-75.0,13194.37,-13025.37,1.28
11,2021,Leggings,323.2400007247925,11,266.99999809265137,14,21.06,-21.43,9184.11,-8860.87,3.52
03,2020,Intimates,320.67000007629395,13,269.8899977207184,8,18.82,62.5,42351.29,-42030.62,0.76
09,2022,Intimates,1481.7600026130676,48,1681.450002670288,52,-11.88,-7.69,42351.29,-40869.53,3.5
08,2020,Pants,584.480001449585,9,670.3100032806396,9,-12.8,0.0,28588.22,-28003.74,2.04
11,2019,Active,429.9399948120117,5,164.89999675750732,5,160.73,0.0,30389.43,-29959.49,1.41
04,2020,Active,255.11000061035156,8,185.830002784729,5,37.28,60.0,30389.43,-30134.32,0.84
11,2020,Active,485.8200054168701,11,614.9200019836426,13,-20.99,-15.38,30389.43,-29903.61,1.6
12,2020,Underwear,182.1200008392334,6,329.4699993133545,13,-44.72,-53.85,13897.71,-13715.59,1.31
03,2021,Shorts,910.0800094604492,18,393.5800018310547,8,131.23,125.0,40461.14,-39551.06,2.25
12,2020,Socks & Hosiery,130.1899995803833,6,88.89000034332275,5,46.46,20.0,4486.09,-4355.9,2.9
12,2021,Socks & Hosiery,114.86999797821045,8,151.10999870300293,11,-23.98,-27.27,4486.09,-4371.22,2.56
08,2021,Outerwear & Coats,1987.0400009155273,10,2773.370002746582,26,-28.35,-61.54,92269.41,-90282.37,2.15
02,2020,Socks,159.00000095367432,9,71.24000072479248,5,123.19,80.0,11152.46,-10993.46,1.43
07,2019,Suits & Sport Coats,131.5800018310547,1,279.9800109863281,2,-53.0,-50.0,37540.93,-37409.35,0.35
06,2020,Suits & Sport Coats,148.10999870300293,4,568.2800025939941,4,-73.94,0.0,37540.93,-37392.82,0.39
06,2022,Swim,2623.200002670288,49,2118.8599910736084,38,23.8,28.95,51938.09,-49314.89,5.05
07,2020,Jeans,1626.600009918213,15,1250.6300010681152,11,30.06,36.36,104775.99,-103149.39,1.55
08,2022,Jeans,5426.059999465942,46,5057.180006027222,45,7.29,2.22,104775.99,-99349.93,5.18
04,2019,Tops & Tees,22.0,1,,,,,43226.71,-43204.71,0.05
12,2020,Tops & Tees,427.88000106811523,14,589.2500009536743,17,-27.39,-17.65,43226.71,-42798.83,0.99
07,2022,Tops & Tees,1787.0000066757202,35,2052.3000020980835,49,-12.93,-28.57,43226.71,-41439.71,4.13
11,2022,Tops & Tees,1074.6700067520142,33,2087.150005340576,53,-48.51,-37.74,43226.71,-42152.04,2.49
06,2020,Pants & Capris,253.0,1,117.01000022888184,4,116.22,-75.0,17698.46,-17445.46,1.43
01,2021,Pants & Capris,156.2200002670288,4,167.93999862670898,2,-6.98,100.0,17698.46,-17542.24,0.88
06,2019,Plus,31.979999542236328,2,36.0,1,-11.17,100.0,14595.76,-14563.78,0.22
08,2020,Plus,608.7800006866455,9,151.07999920845032,8,302.95,12.5,14595.76,-13986.98,4.17
11,2022,Plus,704.5999984741211,14,1261.270007133484,26,-44.14,-46.15,14595.76,-13891.16,4.83
03,2019,Maternity,25.0,1,,,,,20134.59,-20109.59,0.12
05,2019,Fashion Hoodies & Sweatshirts,92.80999755859375,2,206.5199966430664,4,-55.06,-50.0,51880.44,-51787.63,0.18
03,2021,Fashion Hoodies & Sweatshirts,1440.3299884796143,27,1762.2000045776367,29,-18.27,-6.9,51880.44,-50440.11,2.78
10,2022,Fashion Hoodies & Sweatshirts,3405.5199995040894,57,2875.959991455078,49,18.41,16.33,51880.44,-48474.92,6.56
08,2019,Leggings,10.020000457763672,1,27.889999389648438,2,-64.07,-50.0,9184.11,-9174.09,0.11
01,2021,Leggings,78.38000011444092,4,62.94999980926514,2,24.51,100.0,9184.11,-9105.73,0.85
09,2021,Leggings,202.9399995803833,9,117.94000053405762,4,72.07,125.0,9184.11,-8981.17,2.21
07,2021,Blazers & Jackets,526.6999988555908,7,929.569995880127,5,-43.34,40.0,19697.3,-19170.6,2.67
04,2022,Intimates,1200.960000038147,33,1017.9399967193604,31,17.98,6.45,42351.29,-41150.33,2.84
06,2020,Pants,25.0,1,337.0200004577637,6,-92.58,-83.33,28588.22,-28563.22,0.09
05,2022,Pants,1164.9000072479248,20,1669.010004043579,25,-30.2,-20.0,28588.22,-27423.32,4.07
04,2019,Sweaters,56.98000144958496,1,,,,,62684.14,-62627.16,0.09
10,2020,Sweaters,1071.5,9,438.5600061416626,8,144.32,12.5,62684.14,-61612.64,1.71
08,2022,Sweaters,2973.2299842834473,40,3355.080015182495,36,-11.38,11.11,62684.14,-59710.91,4.74
04,2019,Underwear,65.94000053405762,2,71.5,3,-7.78,-33.33,13897.71,-13831.77,0.47
10,2021,Underwear,379.23999977111816,14,529.230001449585,19,-28.34,-26.32,13897.71,-13518.47,2.73
09,2019,Sleep & Lounge,296.98000144958496,5,63.9900016784668,1,364.1,400.0,42903.37,-42606.39,0.69
06,2019,Accessories,39.900001525878906,1,28.989999771118164,2,37.63,-50.0,26603.63,-26563.73,0.15
01,2020,Accessories,284.2800016403198,8,89.68000030517578,4,216.99,100.0,26603.63,-26319.35,1.07
06,2022,Accessories,1579.409993171692,35,2068.56000995636,37,-23.65,-5.41,26603.63,-25024.22,5.94
03,2020,Shorts,465.4099979400635,8,248.88000106811523,7,87.0,14.29,40461.14,-39995.73,1.15
02,2021,Shorts,393.5800018310547,8,1026.740005493164,26,-61.67,-69.23,40461.14,-40067.56,0.97
07,2022,Shorts,2208.490005493164,46,1249.6200017929077,29,76.73,58.62,40461.14,-38252.65,5.46
12,2022,Socks & Hosiery,310.210000038147,15,172.8499984741211,15,79.47,0.0,4486.09,-4175.88,6.91
06,2020,Outerwear & Coats,833.9399948120117,6,1528.650001525879,12,-45.45,-50.0,92269.41,-91435.47,0.9
02,2021,Outerwear & Coats,2438.5,14,2399.7399940490723,16,1.62,-12.5,92269.41,-89830.91,2.64
08,2019,Dresses,290.9900016784668,2,99.0,1,193.93,100.0,36223.85,-35932.86,0.8
07,2022,Dresses,1600.6700067520142,16,1306.8699922561646,11,22.48,45.45,36223.85,-34623.18,4.42
03,2020,Socks,162.23000049591064,8,159.00000095367432,9,2.03,-11.11,11152.46,-10990.23,1.45
05,2020,Socks,26.0,2,176.32999897003174,8,-85.25,-75.0,11152.46,-11126.46,0.23
11,2019,Suits & Sport Coats,497.4900016784668,3,346.64000034332275,3,43.52,0.0,37540.93,-37043.44,1.33
07,2020,Suits & Sport Coats,806.920000076294,6,148.10999870300293,4,444.81,50.0,37540.93,-36734.01,2.15
12,2021,Suits & Sport Coats,1702.5399894714355,15,1181.809988975525,10,44.06,50.0,37540.93,-35838.39,4.54
04,2020,Swim,782.9400005340576,12,256.9300022125244,6,204.73,100.0,51938.09,-51155.15,1.51
04,2021,Swim,888.1200008392334,17,1090.579997062683,18,-18.56,-5.56,51938.09,-51049.97,1.71
09,2019,Jeans,900.9699993133545,9,507.0,3,77.71,200.0,104775.99,-103875.02,0.86
06,2021,Jeans,2682.329996109009,23,2922.770009994507,23,-8.23,0.0,104775.99,-102093.66,2.56
01,2021,Tops & Tees,1162.8699989318848,21,427.88000106811523,14,171.77,50.0,43226.71,-42063.84,2.69
06,2022,Tops & Tees,2052.3000020980835,49,1710.3000030517578,39,20.0,25.64,43226.71,-41174.41,4.75
03,2021,Jumpsuits & Rompers,141.8400001525879,4,108.57000064849854,3,30.64,33.33,3912.26,-3770.42,3.63
02,2020,Plus,64.21000003814697,2,365.0,4,-82.41,-50.0,14595.76,-14531.55,0.44
09,2022,Plus,648.8200030326843,12,1119.249997138977,16,-42.03,-25.0,14595.76,-13946.94,4.45
02,2021,Suits,566.7200012207031,3,200.0,1,183.36,200.0,13194.37,-12627.65,4.3
08,2020,Fashion Hoodies & Sweatshirts,875.2400016784668,15,644.2299976348877,9,35.86,66.67,51880.44,-51005.2,1.69
03,2022,Fashion Hoodies & Sweatshirts,2188.9000062942505,41,1865.2699995040894,32,17.35,28.13,51880.44,-49691.54,4.22
10,2019,Blazers & Jackets,249.0,1,145.32999515533447,2,71.33,-50.0,19697.3,-19448.3,1.26
09,2021,Blazers & Jackets,343.1000061035156,4,711.0500116348267,7,-51.75,-42.86,19697.3,-19354.2,1.74
11,2021,Blazers & Jackets,744.1899900436401,13,538.3499956130981,5,38.24,160.0,19697.3,-18953.11,3.78
03,2022,Intimates,1017.9399967193604,31,968.2100005149841,29,5.14,6.9,42351.29,-41333.35,2.4
12,2019,Pants,377.81999683380127,5,382.8400020599365,5,-1.31,0.0,28588.22,-28210.4,1.32
07,2020,Pants,670.3100032806396,9,25.0,1,2581.24,800.0,28588.22,-27917.91,2.34
06,2020,Active,526.7800006866455,10,327.4000015258789,10,60.9,0.0,30389.43,-29862.65,1.73
03,2021,Sweaters,945.6900043487549,17,1711.9900035858154,17,-44.76,0.0,62684.14,-61738.45,1.51
05,2022,Sweaters,3242.860001564026,37,2321.209988594055,38,39.71,-2.63,62684.14,-59441.28,5.17
10,2022,Sweaters,3153.440004348755,37,3204.829997062683,38,-1.6,-2.63,62684.14,-59530.7,5.03
12,2022,Sweaters,3889.750024795532,48,2351.5000190734863,36,65.42,33.33,62684.14,-58794.39,6.21
05,2019,Underwear,22.0,1,65.94000053405762,2,-66.64,-50.0,13897.71,-13875.71,0.16
05,2021,Sleep & Lounge,838.0699863433838,15,707.5099945068359,15,18.45,0.0,42903.37,-42065.3,1.95
02,2020,Accessories,535.3299961090088,9,284.2800016403198,8,88.31,12.5,26603.63,-26068.3,2.01
05,2020,Accessories,129.39000129699707,3,632.1000080108643,18,-79.53,-83.33,26603.63,-26474.24,0.49
11,2021,Accessories,1490.4600019454956,30,1071.9699981212616,30,39.04,0.0,26603.63,-25113.17,5.6
07,2022,Accessories,1969.3699972629547,34,1579.409993171692,35,24.69,-2.86,26603.63,-24634.26,7.4
11,2022,Shorts,2451.7700028419495,55,1722.8200035095215,42,42.31,30.95,40461.14,-38009.37,6.06
02,2019,Socks & Hosiery,19.950000762939453,1,,,,,4486.09,-4466.14,0.44
10,2022,Socks & Hosiery,203.32999897003174,12,254.6999979019165,15,-20.17,-20.0,4486.09,-4282.76,4.53
03,2019,Outerwear & Coats,140.0,1,89.94999694824217,1,55.64,0.0,92269.41,-92129.41,0.15
12,2019,Dresses,207.87000274658203,2,134.30999755859375,3,54.77,-33.33,36223.85,-36015.98,0.57
05,2021,Dresses,2093.6500101089478,16,611.0900020599365,5,242.61,220.0,36223.85,-34130.2,5.78
09,2019,Socks,62.88000106811523,2,45.21000099182129,3,39.08,-33.33,11152.46,-11089.58,0.56
01,2019,Swim,38.0,1,,,,,51938.09,-51900.09,0.07
05,2019,Swim,65.0,1,136.92000007629395,3,-52.53,-66.67,51938.09,-51873.09,0.13
08,2019,Tops & Tees,106.38000106811523,4,68.0,3,56.44,33.33,43226.71,-43120.33,0.25
10,2021,Tops & Tees,1010.13001537323,26,1371.7499990463257,33,-26.36,-21.21,43226.71,-42216.58,2.34
10,2022,Tops & Tees,2087.150005340576,53,1890.1700010299683,45,10.42,17.78,43226.71,-41139.56,4.83
10,2019,Jumpsuits & Rompers,59.0,1,,,,,3912.26,-3853.26,1.51
06,2022,Jumpsuits & Rompers,149.6800022125244,4,24.899999618530277,1,501.12,300.0,3912.26,-3762.58,3.83
08,2022,Skirts,288.44000244140625,7,131.39000129699707,3,119.53,133.33,7656.76,-7368.32,3.77
04,2022,Clothing Sets,94.0,1,22.989999771118164,1,308.87,0.0,1942.78,-1848.78,4.84
11,2022,Clothing Sets,142.95000076293945,3,62.9900016784668,1,126.94,200.0,1942.78,-1799.83,7.36
03,2020,Pants & Capris,381.9900016784668,3,177.98999977111816,3,114.61,0.0,17698.46,-17316.47,2.16
10,2020,Plus,176.4399995803833,7,202.8800048828125,6,-13.03,16.67,14595.76,-14419.32,1.21
11,2021,Plus,477.96999955177307,13,408.17000114917755,12,17.1,8.33,14595.76,-14117.79,3.27
05,2021,Maternity,575.7299919128418,11,522.699996471405,9,10.15,22.22,20134.59,-19558.86,2.86
09,2022,Maternity,907.0300030708313,18,1243.1299991607666,19,-27.04,-5.26,20134.59,-19227.56,4.5
07,2020,Leggings,38.90999937057495,3,55.0,1,-29.25,200.0,9184.11,-9145.2,0.42
10,2020,Leggings,42.98000144958496,2,133.57999992370605,4,-67.82,-50.0,9184.11,-9141.13,0.47
01,2022,Leggings,350.6600008010864,13,460.18999576568604,9,-23.8,44.44,9184.11,-8833.45,3.82
11,2020,Blazers & Jackets,822.6000089645386,7,378.4400053024292,5,117.37,40.0,19697.3,-18874.7,4.18
04,2021,Blazers & Jackets,462.86999893188477,7,962.8999977111816,9,-51.93,-22.22,19697.3,-19234.43,2.35
10,2021,Blazers & Jackets,538.3499956130981,5,343.1000061035156,4,56.91,25.0,19697.3,-19158.95,2.73
04,2022,Blazers & Jackets,460.620005607605,9,1030.4899978637695,9,-55.3,0.0,19697.3,-19236.68,2.34
07,2019,Intimates,210.97999954223633,5,22.0,1,859.0,400.0,42351.29,-42140.31,0.5
06,2021,Intimates,807.1800031661987,21,617.3800058364868,21,30.74,0.0,42351.29,-41544.11,1.91
05,2019,Pants,55.0,1,55.0,1,0.0,0.0,28588.22,-28533.22,0.19
07,2022,Pants,934.4800033569336,19,1472.560001373291,19,-36.54,0.0,28588.22,-27653.74,3.27
03,2022,Active,1123.079995393753,26,1196.4700031280518,29,-6.13,-10.34,30389.43,-29266.35,3.7
07,2019,Sweaters,216.59000396728516,3,56.98000144958496,1,280.12,200.0,62684.14,-62467.55,0.35
08,2020,Sweaters,1105.180009841919,12,1228.6899967193604,15,-10.05,-20.0,62684.14,-61578.96,1.76
05,2020,Underwear,62.989999771118164,3,338.9900016784668,9,-81.42,-66.67,13897.71,-13834.72,0.45
01,2020,Sleep & Lounge,233.11999893188477,6,305.9900016784668,6,-23.81,0.0,42903.37,-42670.25,0.54
03,2021,Sleep & Lounge,1300.0399951934814,24,1266.3499927520752,20,2.66,20.0,42903.37,-41603.33,3.03
08,2022,Sleep & Lounge,2423.750009536743,54,1536.0600032806396,33,57.79,63.64,42903.37,-40479.62,5.65
